WERKS,EBELN,EBELP,MATNR,MATKL,LIFNR,RKDST,MENGE,DELGE,MEINS,NETPR,PEINH,DRDAT,LEWED,SEDAT,LCWED,ITDAT,LOEKE,ELIKZ,EKNAM,EKRNR,BANFN,BNFPO,BELNR,BUZEI
BR10,751588,4,60261224,UDF3,73419740,x,12,12,KG,350,EUR,2023-05-25,2023-05-31,2023-05-31,2023-06-02,2023-06-02, ,x,79767989,85454276,1005630,2,9046543,1
BR10,450355,1,45162744,EDSA,78411205,x,42,42,PCS,520,EUR,2023-05-26,2023-06-01,2023-06-07,2023-06-14,2023-06-21, ,x,51707704,12973997,1005583,1,6898380,1
BR10,450355,2,11788404,TPM1,30003467,,64,64,PCS,6,EUR,2023-05-26,2023-05-29,2023-05-29,2023-06-02,2023-06-02, ,x,51707704,12973997,1005583,3,6339707,3
JP11,411204,5,49790248,PYTF,47017350,x,82,82,PCS,700,EUR,2023-05-31,2023-06-07,2023-06-14,2023-06-20,2023-06-20, ,x,63038151,54469786,1005665,2,8591251,1
JP11,275581,1,78949416,ZUFN,53847241,x,36,41,PCS,1023,EUR,,,,,, ,x,91849617,30869602,1005668,1,,
JP11,882610,1,69579592,UDF3,49330617,x,59,59,L,124,EUR,2023-06-01,2023-06-07,2023-06-07,2023-06-13,2023-06-13, ,x,66441646,17858513,1005640,4,6731581,1
JP11,411204,4,88797376,MPLF,50759436,x,57,56,PCS,6,EUR,2023-05-30,,,,,x,x,63038151,54469786,1005665,1,,
JP11,882610,2,82207928,ZUFN,74997556,x,29,29,KG,441,EUR,2023-05-31,2023-06-07,2023-06-07,2023-06-12,2023-06-12, ,x,66441646,17858513,1005651,3,8187950,1
JP11,882610,3,10615744,TPM1,30003467,,58,58,PCS,5,EUR,2023-05-30,2023-05-31,2023-05-31,2023-06-06,2023-06-12, ,x,66441646,17858513,1005664,1,8566115,2
JP11,882610,4,86457056,MPLF,53847241,x,68,68,PCS,154,EUR,2023-06-02,2023-06-09,2023-06-09,2023-06-14,2023-06-19, ,x,66441646,17858513,1005672,1,6466533,2
JP11,275581,2,19297648,TPM1,30002348,,26,26,PCS,2,EUR,2023-05-29,2023-05-30,2023-05-31,2023-06-06,2023-06-12, ,x,91849617,30869602,1005672,2,9162057,2
JP11,882610,6,13505536,TPM1,30003467,,40,40,PCS,7,EUR,2023-06-07,2023-06-02,2023-06-02,2023-06-09,2023-06-09, ,x,66441646,17858513,1005681,2,8566115,3
JP11,651169,2,90455123,MPLF,55553693,x,21,21,PCS,442,EUR,2023-05-31,,,,,x,x,94126065,39937440,1005685,2,,
JP11,411204,1,22818912,COLA,50759436,x,96,96,KG,636,EUR,2023-05-31,2023-06-07,2023-06-07,2023-06-13,2023-06-13, ,x,63038151,54469786,1005640,1,7370679,2
JP11,426627,2,98151444,MPLF,43088822,x,34,34,PCS,916,EUR,2023-05-30,2023-06-06,2023-06-06,2023-06-12,2023-06-16, ,x,30655341,20937019,1005634,1,7040364,1
JP11,426627,1,19297648,TPM1,30002348,,65,65,PCS,2,EUR,2023-05-29,2023-05-30,2023-05-31,2023-06-06,2023-06-12, ,x,30655341,20937019,1005601,1,9162057,1
JP11,138229,1,22818912,COLA,50759436,x,7,7,KG,653,EUR,2023-05-29,2023-06-05,2023-06-05,2023-06-09,2023-06-09, ,x,42978120,53666056,1005581,1,7370679,1
JP11,651169,3,28348643,ZELA,43088822,x,91,91,PCS,684,EUR,2023-06-01,2023-06-08,2023-06-08,2023-06-14,2023-06-20, ,x,94126065,39937440,1005706,2,7040364,2
JP11,651169,4,22818912,COLA,50759436,x,66,66,KG,658,EUR,2023-06-01,2023-06-08,2023-06-15,2023-06-21,2023-06-21, ,x,94126065,39937440,1005732,1,7370679,4
JP11,305755,3,45162744,EDSA,78411205,x,54,54,PCS,561,EUR,2023-06-09,2023-06-08,2023-06-08,2023-06-15,2023-06-22, ,x,72065740,60223748,1005685,1,9260896,1
JP11,305755,5,88903632,MPLF,35101221,x,32,32,PCS,880,EUR,2023-06-02,2023-06-05,2023-06-06,2023-06-13,2023-06-13, ,x,72065740,60223748,1005720,1,6384388,1
JP11,651169,1,17231232,TPM1,30002348,,93,93,PCS,5,EUR,2023-06-02,2023-06-05,2023-06-06,2023-06-12,2023-06-16, ,x,94126065,39937440,1005670,1,9162057,3
JP11,411204,2,10615744,TPM1,30003467,,94,94,PCS,5,EUR,2023-05-29,2023-05-30,2023-05-30,2023-06-05,2023-06-09, ,x,63038151,54469786,1005640,2,8566115,1
JP11,882610,5,54965832,PYTF,74997556,x,54,54,G,77,EUR,2023-06-01,,,,,x,x,66441646,17858513,1005681,1,,
BR10,451087,1,19297648,TPM1,30002348,,85,85,PCS,2,EUR,2023-05-29,2023-05-30,2023-05-31,2023-06-06,2023-06-12, ,x,10302268,40836156,1005610,4,9578895,1
US10,585248,6,86457056,MPLF,53847241,x,11,11,PCS,159,EUR,2023-05-30,2023-06-06,2023-06-06,2023-06-09,2023-06-14, ,x,48148862,59321219,1005673,2,8178943,1
US10,229023,2,11159536,TPM1,30003467,,33,33,PCS,1,EUR,2023-06-02,,,,,x,x,22729866,31978720,1005697,1,,
BR10,637462,7,22818912,COLA,50759436,x,29,29,KG,636,EUR,2023-06-01,2023-06-08,2023-06-15,2023-06-21,2023-06-21, ,x,82920773,40601709,1005712,1,7809735,3
BR10,637462,4,18608880,TPM1,30002348,,8,8,PCS,1,EUR,2023-06-01,2023-06-02,2023-06-02,2023-06-08,2023-06-08, ,x,82920773,40601709,1005694,2,9578895,5
BR10,637462,2,17231232,TPM1,30002348,,84,84,PCS,5,EUR,2023-06-02,2023-06-05,2023-06-06,2023-06-12,2023-06-16, ,x,82920773,40601709,1005691,3,9578895,4
BR10,163172,1,10615744,TPM1,30003467,,63,63,PCS,5,EUR,2023-06-02,2023-06-05,2023-06-06,2023-06-13,2023-06-13, ,x,69924358,68613813,1005680,1,9420313,4
BR10,565066,2,97625203,MPLF,38334498,x,72,72,KG,575,EUR,2023-06-01,2023-06-06,2023-06-06,2023-06-12,2023-06-12, ,x,14147752,14427468,1005701,2,7874692,1
DE10,824154,4,45013285,EDSA,70920548,x,43,47,KG,543,EUR,2023-05-30,2023-05-31,2023-05-31,2023-06-06,2023-06-06, ,x,30692273,30692273,1005639,1,8453609,1
DE10,814148,1,75990376,ZUFN,34702906,x,47,47,PCS,499,EUR,2023-05-31,2023-06-07,2023-06-07,2023-06-13,2023-06-13, ,x,32683983,99066604,1005658,1,5294340,1
DE10,814148,2,16177764,TPM1,30002348,,63,63,KG,4,EUR,2023-05-31,2023-06-01,2023-06-01,2023-06-06,2023-06-06, ,x,32683983,99066604,1005666,1,6532277,1
DE10,814148,3,88903632,MPLF,35101221,x,10,10,PCS,880,EUR,2023-05-29,2023-05-30,2023-05-30,2023-06-06,2023-06-13, ,x,32683983,99066604,1005679,1,7637446,1
US10,848439,3,11159536,TPM1,30003467,,98,98,PCS,1,EUR,2023-05-29,2023-05-30,2023-05-30,2023-06-05,2023-06-09, ,x,99404892,14427468,1005650,2,6729121,1
DE10,814148,4,69909608,UDF3,73419740,x,7,7,PCS,990,EUR,2023-06-01,2023-06-07,2023-06-07,2023-06-12,2023-06-12, ,x,32683983,99066604,1005692,4,5219358,1
DE10,948557,2,88903632,MPLF,35101221,x,8,8,PCS,880,EUR,2023-05-31,2023-06-06,2023-06-12,2023-06-19,2023-06-26, ,x,20120325,75223703,1005687,1,7637446,2
DE10,948557,3,11159536,TPM1,30003467,,96,96,PCS,1,EUR,2023-05-30,2023-05-31,2023-05-31,2023-06-06,2023-06-12, ,x,20120325,75223703,1005692,2,8279926,2
DE10,164963,2,43151008,EDSA,34702906,x,88,88,PCS,554,EUR,2023-05-31,2023-06-07,2023-06-07,2023-06-13,2023-06-13, ,x,32264792,86915029,1005661,1,5294340,2
DE10,164963,3,88346328,MPLF,48114031,x,4,4,KG,618,EUR,2023-06-01,2023-06-08,2023-06-08,2023-06-13,2023-06-13, ,x,32264792,86915029,1005707,1,9037789,1
DE10,164963,4,86662444,MPLF,50759436,x,82,82,KG,447,EUR,2023-06-02,2023-06-07,2023-06-07,2023-06-13,2023-06-13, ,x,32264792,86915029,1005714,1,9244720,1
DE10,164963,5,13505536,TPM1,30003467,,39,39,PCS,7,EUR,2023-06-02,2023-06-05,2023-06-06,2023-06-13,2023-06-13, ,x,32264792,86915029,1005717,3,8279926,3
DE10,164963,6,18608880,TPM1,30002348,,79,79,PCS,1,EUR,2023-06-02,2023-06-05,2023-06-06,2023-06-12,2023-06-16, ,x,32264792,86915029,1005717,4,6532277,2
DE10,164963,7,13405872,TPM1,30003467,,68,68,PCS,3,EUR,2023-06-01,2023-06-02,2023-06-02,2023-06-09,2023-06-09, ,x,32264792,86915029,1005719,1,8279926,4
US10,924484,4,19297648,TPM1,30002348,,13,13,PCS,2,EUR,2023-06-01,2023-06-02,2023-06-02,2023-06-08,2023-06-08, ,x,88432539,24536147,1005695,2,5855876,5
DE10,611253,2,17231232,TPM1,30002348,,43,43,PCS,5,EUR,2023-06-01,2023-06-02,2023-06-02,2023-06-08,2023-06-08, ,x,66610435,21179456,1005707,3,6532277,3
DE10,948557,1,11159536,TPM1,30003467,,82,82,PCS,1,EUR,2023-05-31,2023-06-01,2023-06-01,2023-06-07,2023-06-07, ,x,20120325,75223703,1005679,2,8279926,1
DE10,611253,3,18608880,TPM1,30002348,,9,9,PCS,1,EUR,2023-06-02,2023-06-05,2023-06-06,2023-06-12,2023-06-16, ,x,66610435,21179456,1005728,3,6532277,4
US10,585248,1,79697072,ZUFN,48114031,x,63,63,PCS,710,EUR,2023-05-30,2023-06-06,2023-06-13,2023-06-19,2023-06-19, ,x,48148862,59321219,1005628,4,8354801,1
US10,585248,3,11159536,TPM1,30003467,,42,42,PCS,1,EUR,2023-05-30,2023-05-31,2023-05-31,2023-06-06,2023-06-12, ,x,48148862,59321219,1005643,1,6729121,2
US10,924484,3,25150904,COLA,32519746,x,32,32,PCS,976,EUR,2023-06-02,2023-06-08,2023-06-08,2023-06-13,2023-06-13, ,x,88432539,24536147,1005686,1,5687078,2
US10,673870,2,20667944,COLA,73419740,x,60,60,KG,463,EUR,2023-06-01,2023-06-07,2023-06-07,2023-06-12,2023-06-12, ,x,32683983,25357088,1005695,1,9510937,1
US10,924484,1,64963528,UDF3,34702906,x,67,67,KG,702,EUR,2023-06-02,2023-06-08,2023-06-08,2023-06-13,2023-06-13, ,x,88432539,24536147,1005638,2,8508723,1
US10,337273,5,10615744,TPM1,30003467,,47,47,PCS,5,EUR,2023-06-01,2023-06-02,2023-06-02,2023-06-09,2023-06-09, ,x,48250236,50831348,1005699,1,6729121,10
US10,337273,4,15353960,TPM1,30002348,,10,10,PCS,2,EUR,2023-05-30,2023-05-31,2023-05-31,2023-06-06,2023-06-12, ,x,48250236,50831348,1005686,2,5855876,4
US10,337273,3,28440760,ZELA,32519746,x,25,25,PCS,603,EUR,2023-06-01,2023-06-07,2023-06-07,2023-06-09,2023-06-09, ,x,48250236,50831348,1005682,4,5687078,1
US10,337273,2,13405872,TPM1,30003467,,81,81,PCS,3,EUR,2023-06-01,2023-06-02,2023-06-02,2023-06-09,2023-06-09, ,x,48250236,50831348,1005682,2,6729121,9
US10,337273,1,13405872,TPM1,30003467,,78,78,PCS,3,EUR,2023-05-31,2023-06-01,2023-06-01,2023-06-07,2023-06-07, ,x,48250236,50831348,1005675,2,6729121,8
US10,903162,7,97625203,MPLF,38334498,x,39,39,KG,554,EUR,2023-05-31,2023-06-05,2023-06-05,2023-06-09,2023-06-09, ,x,86205557,51055455,1005682,1,8424916,1
US10,903162,6,11788404,TPM1,30003467,,38,38,PCS,6,EUR,2023-05-31,2023-06-01,2023-06-01,2023-06-07,2023-06-07, ,x,86205557,51055455,1005675,1,6729121,7
US10,585248,2,90455123,MPLF,55553693,x,44,44,PCS,437,EUR,2023-05-30,2023-06-05,2023-06-05,2023-06-07,2023-06-07, ,x,48148862,59321219,1005636,1,5944883,1
US10,903162,5,19816724,COLA,32952574,x,21,21,PCS,521,EUR,2023-06-01,2023-06-06,2023-06-06,2023-06-12,2023-06-16, ,x,86205557,51055455,1005673,1,7196400,1
US10,903162,3,29156488,ZELA,50759436,x,79,79,PCS,374,EUR,2023-06-01,,,,,x,x,86205557,51055455,1005649,2,,
US10,903162,2,16177764,TPM1,30002348,,81,81,KG,4,EUR,2023-05-29,2023-05-30,2023-05-31,2023-06-06,2023-06-12, ,x,86205557,51055455,1005647,1,5855876,3
US10,903162,1,13405872,TPM1,30003467,,8,8,PCS,3,EUR,2023-05-29,2023-05-30,2023-05-30,2023-06-05,2023-06-09, ,x,86205557,51055455,1005643,2,6729121,6
US10,159241,8,17231232,TPM1,30002348,,58,58,PCS,5,EUR,2023-05-31,2023-06-01,2023-06-01,2023-06-06,2023-06-06, ,x,36266286,49883210,1005676,2,5855876,2
US10,159241,7,16177764,TPM1,30002348,,12,12,KG,4,EUR,2023-05-31,2023-06-01,2023-06-01,2023-06-06,2023-06-06, ,x,36266286,49883210,1005657,1,5855876,1
US10,159241,5,88346328,MPLF,48114031,x,31,31,KG,618,EUR,2023-05-29,2023-06-05,2023-06-12,2023-06-16,2023-06-16, ,x,36266286,49883210,1005649,1,8354801,2
US10,159241,4,13405872,TPM1,30003467,,89,89,PCS,3,EUR,2023-05-29,2023-05-30,2023-05-30,2023-06-05,2023-06-09, ,x,36266286,49883210,1005646,3,6729121,5
US10,159241,2,13405872,TPM1,30003467,,18,21,PCS,3,EUR,2023-05-29,2023-05-30,2023-05-30,2023-06-05,2023-06-09, ,x,36266286,49883210,1005645,2,6729121,4
US10,159241,1,88903632,MPLF,35101221,x,52,52,PCS,880,EUR,2023-05-29,2023-05-30,2023-05-30,2023-06-06,2023-06-13, ,x,36266286,49883210,1005602,2,9498476,1
US10,585248,4,11788404,TPM1,30003467,,8,8,PCS,6,EUR,2023-05-30,2023-05-31,2023-05-31,2023-06-06,2023-06-12, ,x,48148862,59321219,1005645,1,6729121,3
US10,903162,4,98151444,MPLF,43088822,x,16,16,PCS,916,EUR,2023-05-31,2023-06-07,2023-06-07,2023-06-13,2023-06-13, ,x,86205557,51055455,1005656,1,5673404,1
DE10,265702,1,47767912,PYTF,32519746,x,48,48,PCS,915,EUR,2023-06-02,2023-06-08,2023-06-08,2023-06-13,2023-06-13, ,x,24448207,98215505,1005692,1,9627428,1
US10,924484,5,83863032,ZUFN,78411205,x,43,43,G,263,EUR,2023-06-01,2023-06-08,2023-06-08,2023-06-15,2023-06-22, ,x,88432539,24536147,1005699,2,7898638,1
IN10,616567,2,48075088,PYTF,53847241,x,79,79,KG,353,EUR,2023-05-29,2023-06-05,2023-06-05,2023-06-09,2023-06-15, ,x,46321956,73651097,1005662,2,6701120,1
BR10,565066,1,89034752,MPLF,74997556,x,11,11,PCS,726,EUR,2023-06-01,2023-06-07,2023-06-07,2023-06-12,2023-06-12, ,x,14147752,14427468,1005691,1,5059186,1
BR10,912987,3,11788404,TPM1,30003467,,16,16,PCS,6,EUR,2023-05-30,2023-05-31,2023-05-31,2023-06-06,2023-06-12, ,x,53223692,98033398,1005680,2,9420313,3
IN10,140059,3,16177764,TPM1,30002348,,25,25,KG,4,EUR,2023-05-31,2023-05-30,2023-05-31,2023-06-06,2023-06-12, ,x,91751450,10538316,1005659,1,8073185,3
BR10,912987,1,15353960,TPM1,30002348,,40,40,PCS,2,EUR,2023-05-31,2023-06-01,2023-06-01,2023-06-06,2023-06-06, ,x,53223692,98033398,1005644,1,9578895,3
BR10,386069,3,13405872,TPM1,30003467,,45,45,PCS,3,EUR,2023-05-31,2023-06-01,2023-06-01,2023-06-07,2023-06-07, ,x,11444007,27800605,1005684,1,9420313,2
BR10,386069,2,85602600,ZUFN,50759436,x,2,2,L,361,EUR,2023-05-30,2023-06-06,2023-06-09,2023-06-16,2023-06-16, ,x,11444007,27800605,1005674,2,7809735,2
BR10,386069,1,29156488,ZELA,50759436,x,90,90,PCS,373,EUR,2023-05-29,2023-06-05,2023-06-05,2023-06-09,2023-06-09, ,x,11444007,27800605,1005642,2,7809735,1
BR10,611606,1,11159536,TPM1,30003467,,47,47,PCS,1,EUR,2023-05-30,2023-05-31,2023-05-31,2023-06-06,2023-06-12, ,x,15767144,61434023,1005642,1,9420313,1
BR10,451087,4,15353960,TPM1,30002348,,40,40,PCS,2,EUR,2023-05-29,2023-05-30,2023-05-31,2023-06-06,2023-06-12, ,x,10302268,40836156,1005674,1,9578895,2
IN10,729261,1,76304544,ZUFN,32519746,x,87,87,PCS,692,EUR,2023-05-29,2023-06-02,2023-06-08,2023-06-13,2023-06-13, ,x,49712938,74909010,1005625,3,6949599,1
IN10,729261,2,11788404,TPM1,30003467,,17,17,PCS,6,EUR,2023-05-29,2023-05-30,2023-05-30,2023-06-05,2023-06-09,x,x,49712938,74909010,1005632,3,8620555,1
IN10,729261,3,21595928,COLA,43088822,x,86,86,PCS,83,EUR,2023-06-05,2023-05-30,2023-05-30,2023-06-05,2023-06-05, ,x,49712938,74909010,1005653,1,5010620,1
IN10,729261,4,54965832,PYTF,74997556,x,89,89,G,82,EUR,2023-05-29,2023-06-02,2023-06-02,2023-06-07,2023-06-07, ,x,49712938,74909010,1005660,1,9216688,1
IN10,140059,2,50191792,PYTF,48114031,x,78,78,KG,552,EUR,2023-05-29,2023-06-05,2023-06-12,2023-06-16,2023-06-16, ,x,91751450,10538316,1005648,2,7266569,2
IN10,729261,5,16177764,TPM1,30002348,,4,4,KG,4,EUR,2023-05-29,2023-05-30,2023-05-31,2023-06-06,2023-06-12, ,x,49712938,74909010,1005662,3,8073185,1
IN10,140059,1,88903632,MPLF,35101221,x,28,28,PCS,872,EUR,2023-06-02,2023-05-30,2023-05-30,2023-06-06,2023-06-13, ,x,91751450,10538316,1005648,1,9352818,1
IN10,729261,6,19297648,TPM1,30002348,,6,6,PCS,2,EUR,2023-05-30,2023-05-31,2023-05-31,2023-06-06,2023-06-12, ,x,49712938,74909010,1005671,1,8073185,2
IN10,616567,3,44409248,EDSA,48114031,x,71,71,L,267,EUR,2023-05-31,2023-06-05,2023-06-12,2023-06-16,2023-06-16, ,x,46321956,73651097,1005677,1,7266569,1
IN10,616567,1,24242928,COLA,34702906,x,99,99,KG,321,EUR,,,,,,x,x,46321956,73651097,1005662,1,,
IN10,140059,4,26857600,ZELA,32952574,x,26,26,PCS,453,EUR,2023-05-30,,,,,x,x,91751450,10538316,1005677,3,,
CN10,978684,1,74349496,UDF3,32519746,x,94,94,KG,348,EUR,2023-06-02,,,,,x,x,10768403,65729036,1005693,4,,
BR10,912987,2,98151444,MPLF,43088822,x,25,25,PCS,896,EUR,2023-05-30,2023-06-06,2023-06-06,2023-06-12,2023-06-16, ,x,53223692,98033398,1005654,1,7649395,1
IN10,140059,5,75603272,ZUFN,47017350,x,91,91,PCS,320,EUR,2023-05-31,2023-06-07,2023-06-14,2023-06-20,2023-06-20, ,x,91751450,10538316,1005688,2,6646209,1
CN10,959721,4,86662444,MPLF,50759436,x,10,10,KG,466,EUR,2023-06-02,2023-06-05,2023-06-05,2023-06-09,2023-06-09, ,x,25521185,23414890,1005635,1,6197927,1
CN10,959721,5,50191792,PYTF,48114031,x,99,99,KG,520,EUR,2023-06-07,2023-06-05,2023-06-12,2023-06-16,2023-06-16, ,x,25521185,23414890,1005637,1,8851093,1
CN10,508896,2,77128608,ZUFN,47017350,x,88,88,PCS,606,EUR,2023-05-31,2023-06-07,2023-06-14,2023-06-20,2023-06-20,x,x,99603522,26512366,1005637,3,9001499,1
CN10,635072,1,75990376,ZUFN,34702906,x,69,68,PCS,508,EUR,2023-06-01,,,,,x,x,37508402,62124290,1005641,1,,
CN10,635072,2,16177764,TPM1,30002348,,56,56,KG,4,EUR,2023-06-01,,,,,x,x,37508402,62124290,1005655,2,,
CN10,635072,3,19297648,TPM1,30002348,,2,2,PCS,2,EUR,2023-06-01,2023-06-02,2023-06-02,2023-06-08,2023-06-08, ,x,37508402,62124290,1005669,3,6858295,3
CN10,730893,1,10615744,TPM1,30003467,,20,20,PCS,5,EUR,2023-05-30,2023-05-31,2023-05-31,2023-06-06,2023-06-12, ,x,31978720,58569539,1005669,1,9685259,1
IN10,631669,2,25398208,COLA,48114031,x,34,34,PCS,512,EUR,,,,,,x,x,17844824,22186876,1005725,1,,
CN10,983145,1,19297648,TPM1,30002348,,14,14,PCS,2,EUR,2023-05-30,2023-05-31,2023-05-31,2023-06-06,2023-06-12, ,x,96108943,25639195,1005623,3,6858295,1
CN10,634181,1,11788404,TPM1,30003467,,15,15,PCS,6,EUR,2023-06-02,,,,,x,x,63747241,19024035,1005693,2,,
IN10,940202,1,28440760,ZELA,32519746,x,56,56,PCS,603,EUR,2023-06-12,2023-06-06,2023-06-06,2023-06-08,2023-06-08, ,x,48017982,19543410,1005688,1,6949599,3
IN10,356300,4,76304544,ZUFN,32519746,x,5,5,PCS,671,EUR,,,,,, ,x,63747241,70747659,1005690,2,,
IN10,356300,3,54753968,PYTF,32952574,x,87,87,PCS,12,EUR,2023-05-30,,,,,x,x,63747241,70747659,1005689,1,,
IN10,356300,2,47961168,PYTF,35101221,x,1,1,PCS,541,EUR,,,,,, ,x,63747241,70747659,1005677,2,,
IN10,356300,1,82809960,ZUFN,74997556,x,83,83,L,435,EUR,,,,,, ,x,63747241,70747659,1005660,2,,
CN10,730893,2,13405872,TPM1,30003467,,16,16,PCS,3,EUR,2023-05-30,2023-05-31,2023-05-31,2023-06-06,2023-06-12, ,x,31978720,58569539,1005693,3,9685259,2
JP11,190266,2,15353960,TPM1,30002348,,60,60,PCS,2,EUR,2023-06-06,2023-06-07,2023-06-08,2023-06-14,2023-06-14, ,x,93706871,54469786,1005720,2,8011350,2
JP11,190266,1,11788404,TPM1,30003467,,62,62,PCS,6,EUR,2023-06-06,,,,,x,x,93706871,54469786,1005651,1,,
JP11,305755,7,15353960,TPM1,30002348,,7,7,PCS,2,EUR,2023-06-06,2023-06-07,2023-06-08,2023-06-14,2023-06-14, ,x,72065740,60223748,1005732,2,8011350,1
JP11,305755,6,64963528,UDF3,34702906,x,93,93,KG,696,EUR,2023-06-06,2023-06-12,2023-06-12,2023-06-15,2023-06-15, ,x,72065740,60223748,1005720,3,7744890,2
US10,673870,4,58774200,UDF3,34702906,x,17,17,KG,934,EUR,2023-06-06,2023-06-12,2023-06-12,2023-06-15,2023-06-15, ,x,32683983,25357088,1005721,2,6519302,1
JP11,305755,4,43151008,EDSA,34702906,x,28,28,PCS,554,EUR,2023-06-05,2023-06-12,2023-06-12,2023-06-15,2023-06-15, ,x,72065740,60223748,1005706,1,7744890,1
US10,284970,1,15353960,TPM1,30002348,,59,59,PCS,2,EUR,2023-06-09,,,,,x,x,69070997,75223703,1005745,2,,
US10,284970,2,22818912,COLA,50759436,x,43,43,KG,636,EUR,2023-06-09,2023-06-16,2023-06-16,2023-06-22,2023-06-22, ,x,69070997,75223703,1005746,1,9006641,1
JP11,305755,2,29156488,ZELA,50759436,x,52,52,PCS,355,EUR,2023-06-05,2023-06-06,2023-06-06,2023-06-08,2023-06-08, ,x,72065740,60223748,1005681,3,6474037,1
US10,731317,5,17231232,TPM1,30002348,,34,34,PCS,5,EUR,2023-06-08,2023-06-09,2023-06-09,2023-06-15,2023-06-15, ,x,40836156,32683983,1005798,2,7304371,6
US10,731317,4,58890322,UDF3,34702906,x,26,26,PCS,813,EUR,2023-06-09,2023-06-15,2023-06-15,2023-06-20,2023-06-21, ,x,40836156,32683983,1005777,2,6519302,2
JP11,305755,1,76304544,ZUFN,32519746,x,40,40,PCS,692,EUR,2023-06-06,2023-06-13,2023-06-13,2023-06-16,2023-06-16, ,x,72065740,60223748,1005664,2,9046010,1
JP11,164116,1,69251696,UDF3,32519746,x,69,69,L,529,EUR,2023-06-08,2023-06-14,2023-06-20,2023-06-22,2023-06-22, ,x,83198123,97846446,1005741,4,9046010,2
US10,673870,3,19297648,TPM1,30002348,,24,24,PCS,2,EUR,2023-06-05,2023-06-06,2023-06-07,2023-06-13,2023-06-15, ,x,32683983,25357088,1005702,2,7304371,3
JP11,164116,2,11159536,TPM1,30003467,,26,26,PCS,1,EUR,2023-06-12,2023-06-06,2023-06-06,2023-06-13,2023-06-13, ,x,83198123,97846446,1005750,2,8531574,2
CN10,785078,4,13505536,TPM1,30003467,,35,35,PCS,7,EUR,2023-06-08,2023-06-09,2023-06-12,2023-06-19,2023-06-26, ,x,98567039,25707325,1005740,2,7015310,1
JP11,855997,2,56389144,UDF3,43088822,x,62,62,PCS,112,EUR,2023-06-09,2023-06-16,2023-06-16,2023-06-22,2023-06-22, ,x,91415001,92957419,1005718,1,5387525,1
US10,229023,5,15353960,TPM1,30002348,,84,84,PCS,2,EUR,2023-06-06,2023-06-07,2023-06-08,2023-06-14,2023-06-14, ,x,22729866,31978720,1005749,1,7304371,4
JP11,778338,1,86457056,MPLF,53847241,x,61,61,PCS,159,EUR,2023-06-09,2023-06-16,2023-06-23,2023-06-28,2023-07-03, ,x,17858513,27976565,1005737,1,7996559,3
US10,919741,1,13405872,TPM1,30003467,,54,54,PCS,3,EUR,2023-06-08,2023-06-09,2023-06-12,2023-06-19,2023-06-26, ,x,59060556,17561687,1005697,2,7395738,2
US10,919741,2,47961168,PYTF,35101221,x,23,23,PCS,555,EUR,2023-06-07,2023-06-13,2023-06-19,2023-06-26,2023-07-03, ,x,59060556,17561687,1005721,1,6388692,1
US10,919741,3,35470001,EDSA,35101221,x,48,48,KG,235,EUR,2023-06-06,2023-06-13,2023-06-13,2023-06-19,2023-06-19, ,x,59060556,17561687,1005745,1,6388692,2
US10,635785,1,18608880,TPM1,30002348,,67,67,PCS,1,EUR,2023-06-09,2023-06-12,2023-06-13,2023-06-19,2023-06-23, ,x,45861414,45861414,1005746,2,7304371,5
CN10,290227,5,10615744,TPM1,30003467,,20,20,PCS,5,EUR,2023-06-09,2023-06-12,2023-06-12,2023-06-19,2023-06-26, ,x,66182728,68968014,1005774,2,7015310,3
CN10,785078,2,19297648,TPM1,30002348,,18,18,PCS,2,EUR,2023-06-06,2023-06-07,2023-06-08,2023-06-14,2023-06-14, ,x,98567039,25707325,1005711,4,5330362,3
US10,731317,1,37141432,EDSA,78411205,x,98,98,PCS,474,EUR,2023-06-08,2023-06-15,2023-06-20,2023-06-26,2023-06-26, ,x,40836156,32683983,1005710,1,7576633,1
CN10,290227,2,15353960,TPM1,30002348,,73,73,PCS,2,EUR,2023-06-09,2023-06-12,2023-06-13,2023-06-19,2023-06-23, ,x,66182728,68968014,1005761,2,5330362,5
US10,731317,2,88903632,MPLF,35101221,x,9,9,PCS,880,EUR,2023-06-08,2023-06-09,2023-06-09,2023-06-15,2023-06-15, ,x,40836156,32683983,1005729,1,6388692,3
CN10,229861,2,85602600,ZUFN,50759436,x,74,72,L,360,EUR,,,,,, ,x,42053617,61117092,1005776,2,,
US10,731317,3,82809960,ZUFN,74997556,x,78,78,L,452,EUR,2023-06-09,2023-06-12,2023-06-12,2023-06-14,2023-06-14, ,x,40836156,32683983,1005749,2,9050536,1
CN10,352104,2,18608880,TPM1,30002348,,49,49,PCS,1,EUR,2023-06-07,2023-06-08,2023-06-08,2023-06-14,2023-06-14, ,x,61498252,20466918,1005772,2,5330362,4
CN10,352104,1,21595928,COLA,43088822,x,90,90,PCS,83,EUR,2023-06-08,2023-06-09,2023-06-09,2023-06-15,2023-06-15, ,x,61498252,20466918,1005693,1,8798654,3
CN10,785078,5,93159896,MPLF,32519746,x,65,65,PCS,158,EUR,2023-06-06,2023-06-13,2023-06-13,2023-06-16,2023-06-16, ,x,98567039,25707325,1005743,1,7880855,2
