EBELN,EBELP,UDATE,FIELD,VALUE
875533,1,2023-03-27,P,317
875533,4,2023-03-29,Q,45
875533,5,2023-03-20,P,5
875533,5,2023-04-03,Q,24
877656,1,2023-04-05,P,641
877656,1,2023-04-14,P,652
877757,2,2023-04-13,P,2
877757,3,2023-04-05,P,6
877757,3,2023-04-07,Q,67
878059,5,2023-06-12,Q,101
878059,8,2023-06-12,P,761
878380,1,2023-05-08,P,965
878380,1,2023-05-17,P,940
878380,2,,Q,32
878380,3,,P,224
878380,4,,Q,76
878687,1,,P,717
878687,2,2023-05-23,P,337
878687,2,2023-05-26,P,323
878687,2,2023-05-30,Q,13
878687,2,2023-05-31,P,325
878687,2,2023-06-05,P,323
878687,5,2023-05-22,P,1
878687,5,2023-06-05,P,1
878687,6,2023-05-23,P,895
878687,7,2023-06-01,P,2
878967,3,2023-05-10,P,1
878967,5,2023-05-15,P,864
880016,1,2023-06-19,P,952
880016,5,2023-06-19,P,982
880016,8,2023-06-21,Q,59
882610,3,2023-06-07,P,5
882610,4,2023-06-05,P,154
884509,2,2023-05-22,Q,20
885292,1,2023-05-29,Q,80
885292,2,2023-05-22,P,443
885650,2,,P,510
885650,2,,Q,14
885650,2,,Q,15
885650,3,2023-04-10,Q,91
885650,4,2023-04-19,P,6
887555,1,2023-05-26,Q,44
889361,2,2023-05-24,P,997
898186,2,,Q,88
898186,3,2023-04-11,P,2
898237,1,2023-04-24,P,491
900961,3,,Q,67
900961,3,,P,1
903162,2,2023-06-05,P,4
903429,2,2023-04-19,P,330
906459,1,2023-05-22,P,2
906745,1,2023-03-15,Q,9
906745,1,,Q,8
906745,2,,Q,19
907507,3,2023-05-16,P,5
907507,4,2023-05-12,P,3
908135,2,2023-05-15,P,5
908135,3,2023-05-16,Q,6
912987,2,2023-05-31,P,896
919741,1,2023-06-19,P,3
921264,1,,P,951
921264,3,2023-06-23,Q,6
921710,1,2023-06-22,P,436
924498,6,2023-04-14,Q,48
929035,1,2023-06-26,P,449
929242,1,2023-03-28,Q,69
934207,1,2023-04-04,P,5
934207,3,2023-04-03,P,5
934233,2,2023-03-09,Q,82
934233,3,2023-03-08,P,523
934233,3,2023-03-10,P,517
934233,3,2023-03-15,P,527
934841,3,2023-05-12,Q,71
934841,3,2023-05-12,P,335
936463,2,2023-07-03,Q,34
938270,12,2023-04-03,P,5
938270,12,2023-04-07,Q,31
938270,4,2023-03-31,Q,92
940202,2,2023-06-01,Q,100
945917,1,,Q,6
945917,1,,P,960
945917,2,2023-05-23,P,458
945917,3,,Q,43
945917,6,2023-05-16,Q,45
945917,6,2023-05-25,P,700
945917,7,2023-05-24,P,920
955365,1,2023-03-28,Q,81
955365,3,2023-03-24,P,610
955365,6,,P,658
955365,6,,P,635
955365,6,,Q,71
955365,6,,Q,70
955365,7,2023-04-04,P,1001
955365,8,2023-03-28,P,1
959721,2,2023-05-30,P,361
959721,3,2023-05-25,P,4
959721,4,2023-05-24,P,448
959721,4,2023-06-06,P,466
959721,5,2023-06-13,P,520
959721,7,2023-05-29,Q,29
967643,2,2023-06-02,P,261
967643,2,2023-06-05,P,248
967643,2,2023-06-07,P,269
972910,1,2023-04-24,P,4
974397,1,2023-05-03,Q,58
974397,1,2023-05-03,P,2
974397,1,2023-05-04,P,2
974397,3,2023-05-02,P,570
975238,1,2023-04-05,P,2
975238,2,2023-04-18,P,5
976339,1,,Q,9
977063,1,2023-05-08,P,321
977063,1,2023-05-09,P,333
977063,3,2023-05-02,Q,78
977661,3,2023-06-28,Q,2
977725,1,2023-07-03,Q,50
978684,1,,P,348
978684,1,,Q,94
978684,2,2023-06-09,P,933
981798,3,2023-07-04,P,511
983145,1,2023-05-29,P,2
983145,1,2023-06-01,P,2
983323,5,2023-05-22,P,219
984538,1,2023-03-22,Q,31
986736,3,2023-07-14,Q,64
991050,2,2023-06-29,P,1
991626,1,2023-06-14,P,717
991626,2,2023-06-14,P,708
993259,2,2023-07-10,Q,78
993259,3,2023-06-20,Q,86
993259,3,2023-06-21,P,12
993259,3,2023-07-10,Q,83
993259,5,2023-06-20,P,184
994296,1,2023-03-13,P,7
995407,3,2023-04-11,Q,16
998560,2,,Q,75
