WERKS,BELNR,BLDAT,BUDAT,BPDAT,EREKZ,LIFNR,BLOCK,RLOCK
DE10,8588537,2021-12-27,2022-01-17,2022-01-05,x,74997556,,
DE10,7842036,2021-12-27,2022-01-17,2022-01-03,x,30003467,,
IN10,6106810,2022-01-05,2022-01-26,2022-01-24,x,30003467,2022-01-11,2022-01-17
BR10,8864418,2022-01-05,2022-01-26,2022-01-31,x,30002348,,
IN10,9588793,2022-01-05,2022-01-26,2022-01-07,x,47017350,,
BR10,6642526,2021-12-21,2022-01-11,2022-01-11,x,34702906,,
BR10,6064951,2022-01-05,2022-01-26,2022-01-17,x,78411205,,
BR10,4959105,2022-01-05,2022-01-26,2022-01-31,x,53847241,2022-01-17,2022-01-24
BR10,7929753,2022-01-05,2022-01-26,2022-01-18,x,30003467,,
JP11,6008745,2022-01-05,2022-01-26,2022-01-26,x,30002348,,
JP11,7586205,2022-01-05,2022-01-26,2022-01-12,x,70920548,2022-01-07,2022-01-10
JP11,6735374,2022-01-05,2022-01-26,2022-01-20,x,30003467,,
JP11,8493899,2022-01-05,2022-01-26,2022-01-17,x,41420829,,
JP11,7471490,2022-01-05,2022-01-26,2022-01-10,x,32519746,,
CN10,5135871,2022-01-05,2022-01-26,2022-01-17,x,32519746,,
CN10,7942533,2022-01-05,2022-01-26,2022-01-24,x,50759436,,
BR10,5125513,2022-01-05,2022-01-26,2022-01-18,x,32952574,,
IN10,6950615,2022-01-05,2022-01-26,2022-01-26,x,48114031,,
IN10,6948474,2022-01-05,2022-01-26,2022-01-14,x,30002348,2022-01-10,2022-01-11
CN10,7787128,2021-12-20,2022-01-10,2022-01-03,x,30002348,,
DE10,8092908,2022-01-05,2022-01-26,2022-01-27,x,30002348,,
US10,8604604,2022-01-05,2022-01-26,2022-01-28,x,32519746,,
US10,7277542,2022-01-05,2022-01-26,2022-01-26,x,30002348,,
US10,6421267,2022-01-05,2022-01-26,2022-01-25,x,30003467,2022-01-10,2022-01-17
DE10,6210626,2022-01-05,2022-01-26,2022-01-07,x,50759436,,
DE10,9461838,2022-01-05,2022-01-26,2022-01-17,x,48114031,,
DE10,6111383,2022-01-05,2022-01-26,2022-01-11,x,34702906,,
DE10,9338371,2022-01-05,2022-01-26,2022-01-27,x,35101221,,
CN10,6006195,2022-01-11,2022-02-01,2022-01-28,x,30003467,,
CN10,7597814,2022-01-11,2022-02-01,2022-02-02,x,70920548,,
CN10,8313435,2022-01-11,2022-02-01,2022-01-17,x,73419740,,
CN10,5538981,2022-01-11,2022-02-01,2022-01-24,x,47017350,,
CN10,9188332,2022-01-11,2022-02-01,2022-01-27,x,38334498,,
CN10,5794511,2022-01-11,2022-02-01,2022-02-04,x,30002348,,
US10,7094557,2022-01-11,2022-02-01,2022-01-27,x,30003467,,
JP11,7073660,2022-01-03,2022-01-24,2022-01-10,x,30003467,,
JP11,5765035,2022-01-11,2022-02-01,2022-01-21,x,43088822,,
JP11,6217209,2022-01-11,2022-02-01,2022-02-03,x,48114031,,
JP11,6720425,2022-01-11,2022-02-01,2022-01-14,x,74997556,,
JP11,9658534,2022-01-11,2022-02-01,2022-01-26,x,30002348,,
JP11,6705196,2022-01-11,2022-02-01,2022-02-09,x,38334498,,
IN10,8146264,2021-12-29,2022-01-19,2022-01-18,x,74997556,2022-01-10,2022-01-17
IN10,9371276,2022-01-11,2022-02-01,2022-01-13,x,50759436,,
IN10,5497419,2022-01-11,2022-02-01,2022-01-31,x,73419740,2022-01-19,2022-01-27
IN10,8501069,2021-12-22,2022-01-12,2022-01-19,x,30002348,,
IN10,5657595,2022-01-11,2022-02-01,2022-01-19,x,70920548,,
US10,9025654,2022-01-11,2022-02-01,2022-01-24,x,30002348,2022-01-12,2022-01-17
US10,8755821,2022-01-11,2022-02-01,2022-01-18,x,48114031,,
US10,7264036,2022-01-11,2022-02-01,2022-01-19,x,74997556,,
US10,5382958,2022-01-11,2022-02-01,2022-01-20,x,35101221,,
JP11,6846160,2022-01-11,2022-02-01,2022-02-03,x,32952574,,
JP11,5768174,2022-01-11,2022-02-01,2022-01-26,x,78411205,,
BR10,9177176,2022-01-11,2022-02-01,2022-01-24,x,30002348,,
BR10,9668438,2022-01-11,2022-02-01,2022-01-26,x,38334498,,
DE10,8351756,2022-01-11,2022-02-01,2022-01-24,x,32519746,,
DE10,6590486,2022-01-11,2022-02-01,2022-01-28,x,30003467,,
BR10,6031536,2022-01-11,2022-02-01,2022-01-31,x,30003467,,
BR10,8532805,2022-01-11,2022-02-01,2022-02-02,x,48114031,2022-01-17,2022-01-24
BR10,8258023,2022-01-11,2022-02-01,2022-01-27,x,32519746,,
IN10,7867198,2022-01-19,2022-02-09,2022-02-23,x,74997556,,
IN10,8772464,2022-01-19,2022-02-09,2022-01-24,x,32519746,,
CN10,4955283,2022-01-19,2022-02-09,2022-02-02,x,35101221,,
DE10,5372016,2022-01-19,2022-02-09,2022-01-27,x,30003467,,
US10,5084014,2022-01-19,2022-02-09,2022-02-01,x,73419740,,
IN10,7578588,2022-01-19,2022-02-09,2022-01-31,x,53847241,,
IN10,9461903,2022-01-19,2022-02-09,2022-02-07,x,30002348,2022-01-20,2022-01-31
DE10,6152136,2022-01-19,2022-02-09,2022-02-04,x,43088822,,
IN10,5963418,2022-01-19,2022-02-09,2022-01-21,x,78411205,,
IN10,9711102,2022-01-19,2022-02-09,2022-01-28,x,43088822,2022-01-26,2022-01-27
JP11,6169611,2022-01-19,2022-02-09,2022-02-07,x,34702906,2022-01-31,2022-02-02
JP11,8315774,2022-01-19,2022-02-09,2022-01-25,x,55553693,,
IN10,9618139,2022-01-06,2022-01-27,2022-01-26,x,30003467,,
CN10,5240992,2022-01-19,2022-02-09,2022-02-04,x,34702906,2022-01-27,2022-01-31
CN10,6324691,2022-01-19,2022-02-09,2022-01-28,x,48114031,,
JP11,9144026,2022-01-03,2022-01-24,2022-01-03,x,53847241,,
JP11,5775131,2022-01-19,2022-02-09,2022-02-03,x,30003467,,
JP11,7519495,2022-01-19,2022-02-09,2022-02-07,x,32952574,2022-01-24,2022-01-31
CN10,8104638,2022-01-19,2022-02-09,2022-02-08,x,30002348,,
CN10,8055150,2022-01-11,2022-02-01,2022-02-07,x,30003467,,
CN10,9708913,2022-01-19,2022-02-09,2022-01-26,x,73419740,,
CN10,8159985,2022-01-19,2022-02-09,2022-01-25,x,74997556,,
CN10,8304609,2022-01-19,2022-02-09,2022-02-02,x,78411205,,
CN10,7848386,2022-01-19,2022-02-09,2022-02-01,x,32519746,,
CN10,8077353,2022-01-19,2022-02-09,2022-02-02,x,43088822,,
JP11,9264147,2022-01-19,2022-02-09,2022-01-25,x,30002348,,
JP11,8038296,2022-01-19,2022-02-09,2022-02-07,x,50759436,2022-01-27,2022-01-31
JP11,7375863,2022-01-19,2022-02-09,2022-02-10,x,32519746,,
DE10,8965135,2022-01-25,2022-02-15,2022-02-03,x,35101221,,
DE10,7917617,2022-01-25,2022-02-15,2022-02-01,x,30003467,,
BR10,9589078,2022-01-25,2022-02-15,2022-02-15,x,30003467,,
BR10,9115940,2022-01-25,2022-02-15,2022-02-16,x,30002348,,
BR10,9285469,2022-01-25,2022-02-15,2022-02-07,x,53847241,,
BR10,9421660,2022-01-25,2022-02-15,2022-02-02,x,35101221,,
BR10,9183798,2022-01-25,2022-02-15,2022-02-07,x,34702906,,
JP11,8004692,2022-01-25,2022-02-15,2022-02-10,x,30003467,,
JP11,6631172,2022-01-25,2022-02-15,2022-02-08,x,30002348,,
JP11,9390461,2022-01-25,2022-02-15,2022-02-14,x,38334498,,
JP11,9315449,2022-01-25,2022-02-15,2022-02-09,x,50759436,,
JP11,5874817,2022-01-25,2022-02-15,2022-01-31,x,32519746,,
BR10,7990626,2022-01-25,2022-02-15,2022-02-04,x,48114031,,
US10,6556088,2022-01-25,2022-02-15,2022-02-04,x,70920548,,
CN10,6881510,2022-01-20,2022-02-10,2022-01-28,x,32952574,,
IN10,6415782,2022-01-25,2022-02-15,2022-02-09,x,34702906,2022-01-31,2022-02-01
IN10,8823942,2022-01-25,2022-02-15,2022-02-04,x,38334498,2022-01-28,2022-01-31
IN10,9532009,2022-01-17,2022-02-07,2022-01-31,x,43088822,,
DE10,6536595,2022-01-25,2022-02-15,2022-02-11,x,38334498,,
DE10,5316221,2022-01-25,2022-02-15,2022-02-08,x,30002348,,
CN10,6221912,2022-01-17,2022-02-07,2022-01-26,x,30002348,,
CN10,8182317,2022-01-25,2022-02-15,2022-02-11,x,48114031,,
DE10,5654193,2022-01-25,2022-02-15,2022-02-02,x,50759436,,
CN10,6793284,2022-01-06,2022-01-27,2022-01-10,x,50759436,,
CN10,5205892,2022-01-25,2022-02-15,2022-02-10,x,43088822,2022-01-26,2022-02-07
CN10,7437405,2022-01-26,2022-02-16,2022-02-09,x,30003467,2022-01-31,2022-02-02
CN10,7783760,2022-01-24,2022-02-14,2022-02-15,x,30002348,,
US10,5957317,2022-01-31,2022-02-21,2022-02-15,x,32519746,,
DE10,7166862,2022-01-31,2022-02-21,2022-02-07,x,70920548,,
CN10,8859525,2022-01-31,2022-02-21,2022-02-14,x,32519746,,
BR10,8147160,2022-01-31,2022-02-21,2022-02-10,x,30003467,,
IN10,6519120,2022-01-24,2022-02-14,2022-02-02,x,48114031,,
IN10,5070486,2022-01-31,2022-02-21,2022-02-11,x,30002348,2022-02-04,2022-02-07
JP11,9497030,2022-01-31,2022-02-21,2022-02-08,x,30003467,,
JP11,5811300,2022-01-31,2022-02-21,2022-02-23,x,48114031,,
JP11,6762352,2022-01-31,2022-02-21,2022-02-15,x,78411205,,
US10,4967385,2022-01-31,2022-02-21,2022-02-17,x,78411205,2022-02-03,2022-02-14
US10,8084660,2022-01-31,2022-02-21,2022-02-23,x,30003467,,
US10,8363891,2022-01-31,2022-02-21,2022-02-22,x,30002348,,
CN10,8816552,2022-01-31,2022-02-21,2022-02-09,x,41420829,,
DE10,5155878,2022-01-31,2022-02-21,2022-02-01,x,35101221,,
DE10,7277186,2022-01-31,2022-02-21,2022-02-17,x,34702906,,
DE10,5824666,2022-01-31,2022-02-21,2022-02-15,x,43088822,,
US10,7515412,2022-01-31,2022-02-21,2022-02-21,x,74997556,,
DE10,8605627,2022-01-31,2022-02-21,2022-02-22,x,30002348,,
DE10,7780799,2022-01-31,2022-02-21,2022-02-09,x,50759436,,
JP11,8964638,2022-01-24,2022-02-14,2022-02-16,x,30002348,,
DE10,9659304,2022-01-31,2022-02-21,2022-02-08,x,41420829,,
DE10,5588127,2022-01-31,2022-02-21,2022-02-21,x,32519746,2022-02-09,2022-02-11
JP11,6339158,2022-01-31,2022-02-21,2022-02-22,x,43088822,,
JP11,5168155,2022-01-31,2022-02-21,2022-02-10,x,32519746,,
JP11,9132074,2022-01-31,2022-02-21,2022-02-08,x,32952574,,
DE10,7720749,2022-01-31,2022-02-21,2022-02-08,x,48114031,,
IN10,7841457,2022-01-31,2022-02-21,2022-02-14,x,48114031,2022-02-03,2022-02-08
IN10,8550652,2022-02-07,2022-02-28,2022-02-28,x,30003467,2022-02-09,2022-02-16
JP11,5077075,2022-02-07,2022-02-28,2022-03-01,x,30002348,,
BR10,8454834,2022-02-07,2022-02-28,2022-02-21,x,30002348,,
US10,7413865,2022-02-07,2022-02-28,2022-02-18,x,74997556,,
US10,7543224,2022-02-07,2022-02-28,2022-02-08,x,43088822,,
US10,5729810,2022-02-07,2022-02-28,2022-02-25,x,30002348,,
CN10,7491245,2022-02-07,2022-02-28,2022-02-24,x,30003467,,
CN10,9062361,2022-02-07,2022-02-28,2022-02-11,x,30002348,,
CN10,6044347,2022-02-07,2022-02-28,2022-02-23,x,35101221,,
CN10,5621385,2022-02-07,2022-02-28,2022-02-10,x,55553693,,
BR10,6286104,2022-02-07,2022-02-28,2022-03-01,x,30003467,,
BR10,6313959,2022-02-07,2022-02-28,2022-02-15,x,50759436,,
BR10,5056403,2022-02-07,2022-02-28,2022-03-07,x,32519746,,
US10,6026791,2022-02-07,2022-02-28,2022-02-25,x,73419740,,
US10,9670717,2022-02-07,2022-02-28,2022-02-23,x,30003467,,
JP11,6560140,2022-02-07,2022-02-28,2022-02-21,x,53847241,,
JP11,9221868,2022-02-07,2022-02-28,2022-02-10,x,50759436,,
JP11,5112828,2022-02-07,2022-02-28,2022-02-22,x,38334498,,
BR10,5169524,2022-02-07,2022-02-28,2022-02-23,x,48114031,,
BR10,5510821,2022-02-07,2022-02-28,2022-02-18,x,32952574,,
IN10,8339125,2022-01-20,2022-02-10,2022-02-04,x,32519746,,
DE10,8115239,2022-01-31,2022-02-21,2022-02-16,x,50759436,,
DE10,5440901,2022-02-07,2022-02-28,2022-02-25,x,30002348,,
DE10,5668436,2022-02-07,2022-02-28,2022-02-16,x,41420829,,
JP11,9651019,2022-02-14,2022-03-07,2022-03-16,x,34702906,,
JP11,9313209,2022-02-14,2022-03-07,2022-02-23,x,41420829,2022-02-17,2022-02-21
CN10,7617514,2022-02-14,2022-03-07,2022-03-02,x,48114031,,
IN10,6539940,2022-02-14,2022-03-07,2022-02-25,x,50759436,,
DE10,8196105,2022-02-14,2022-03-07,2022-02-17,x,30003467,,
IN10,5582801,2022-02-14,2022-03-07,2022-02-28,x,30003467,,
IN10,7757707,2022-01-28,2022-02-18,2022-02-21,x,74997556,,
IN10,8714139,2022-02-14,2022-03-07,2022-02-21,x,70920548,,
BR10,5945160,2022-02-14,2022-03-07,2022-03-01,x,30003467,,
BR10,6425995,2022-02-14,2022-03-07,2022-02-28,x,43088822,,
BR10,9236489,2022-02-14,2022-03-07,2022-02-21,x,30002348,,
BR10,7696876,2022-02-14,2022-03-07,2022-02-21,x,48114031,,
CN10,7238672,2022-02-14,2022-03-07,2022-02-25,x,30002348,,
CN10,9453220,2022-02-14,2022-03-07,2022-02-22,x,50759436,,
CN10,6870368,2022-02-14,2022-03-07,2022-02-28,x,32519746,2022-02-15,2022-02-18
CN10,7882235,2022-02-09,2022-03-02,2022-03-07,x,30003467,,
JP11,9485206,2022-02-14,2022-03-07,2022-03-09,x,50759436,,
US10,6490882,2022-02-14,2022-03-07,2022-02-21,x,48114031,,
US10,9171494,2022-02-14,2022-03-07,2022-03-02,x,30002348,,
JP11,7958243,2022-02-14,2022-03-07,2022-03-09,x,47017350,,
US10,6390967,2022-02-14,2022-03-07,2022-03-03,x,73419740,,
US10,7389740,2022-02-14,2022-03-07,2022-02-21,x,30003467,,
IN10,6260567,2022-02-21,2022-03-14,2022-03-11,x,43088822,2022-02-24,2022-03-03
IN10,5173898,2022-02-21,2022-03-14,2022-03-21,x,30003467,,
CN10,7149177,2022-02-21,2022-03-14,2022-02-25,x,30003467,,
CN10,5413773,2022-02-07,2022-02-28,2022-02-16,x,74997556,,
CN10,7972876,2022-02-21,2022-03-14,2022-03-11,x,30002348,,
IN10,5395952,2022-02-21,2022-03-14,2022-03-04,x,70920548,,
IN10,8054455,2022-02-21,2022-03-14,2022-02-28,x,32952574,,
IN10,8554875,2022-02-21,2022-03-14,2022-03-10,x,30002348,,
IN10,6980285,2022-02-03,2022-02-24,2022-02-24,x,32519746,2022-02-07,2022-02-17
IN10,7520471,2022-02-21,2022-03-14,2022-03-04,x,35101221,,
IN10,7540798,2022-02-21,2022-03-14,2022-03-04,x,41420829,,
IN10,7921198,2022-02-21,2022-03-14,2022-03-07,x,78411205,2022-02-23,2022-03-04
BR10,6606337,2022-02-21,2022-03-14,2022-03-16,x,30002348,,
IN10,5380673,2022-02-21,2022-03-14,2022-03-03,x,50759436,2022-02-22,2022-02-23
DE10,5578061,2022-02-21,2022-03-14,2022-03-09,x,48114031,,
DE10,9248264,2022-02-21,2022-03-14,2022-03-09,x,30003467,,
DE10,5167784,2022-02-21,2022-03-14,2022-03-15,x,30002348,,
DE10,5684549,2022-02-21,2022-03-14,2022-03-04,x,55553693,,
JP11,5368760,2022-02-21,2022-03-14,2022-03-10,x,30003467,,
JP11,9649126,2022-02-21,2022-03-14,2022-03-10,x,32952574,,
DE10,8837335,2022-02-21,2022-03-14,2022-03-07,x,32952574,,
US10,6539399,2022-02-21,2022-03-14,2022-02-23,x,34702906,,
JP11,6705342,2022-02-21,2022-03-14,2022-03-03,x,32519746,,
US10,6813382,2022-02-21,2022-03-14,2022-03-17,x,48114031,,
US10,9522098,2022-02-21,2022-03-14,2022-03-03,x,32952574,,
US10,8502008,2022-02-21,2022-03-14,2022-03-07,x,30002348,2022-02-24,2022-03-01
US10,6636466,2022-02-21,2022-03-14,2022-02-23,x,43088822,,
US10,9572670,2022-02-21,2022-03-14,2022-03-08,x,35101221,,
US10,6497835,2022-02-21,2022-03-14,2022-03-03,x,30003467,,
US10,8528219,2022-03-02,2022-03-23,2022-03-29,x,35101221,,
US10,8358556,2022-03-02,2022-03-23,2022-03-15,x,70920548,,
JP11,6426288,2022-03-02,2022-03-23,2022-03-04,x,38334498,,
US10,6925941,2022-03-02,2022-03-23,2022-03-10,x,30003467,,
US10,7409596,2022-03-02,2022-03-23,2022-03-17,x,73419740,,
IN10,9126858,2022-03-02,2022-03-23,2022-03-10,x,30003467,,
IN10,7489247,2022-03-02,2022-03-23,2022-03-21,x,50759436,,
JP11,5632616,2022-03-02,2022-03-23,2022-03-30,x,35101221,,
US10,7499830,2022-03-02,2022-03-23,2022-03-07,x,43088822,,
JP11,7176100,2022-03-02,2022-03-23,2022-03-23,x,30002348,,
JP11,6258592,2022-03-02,2022-03-23,2022-03-14,x,55553693,,
DE10,5245545,2022-03-02,2022-03-23,2022-03-18,x,38334498,,
DE10,5448786,2022-03-02,2022-03-23,2022-03-15,x,30002348,,
CN10,9615668,2022-03-02,2022-03-23,2022-03-23,x,30003467,,
CN10,8356538,2022-03-02,2022-03-23,2022-03-11,x,30002348,,
CN10,5554574,2022-03-02,2022-03-23,2022-03-14,x,50759436,2022-03-03,2022-03-08
CN10,7230932,2022-02-21,2022-03-14,2022-03-08,x,41420829,,
DE10,5965757,2022-03-02,2022-03-23,2022-03-25,x,30003467,,
JP11,8180338,2022-02-24,2022-03-17,2022-03-01,x,73419740,,
JP11,5780294,2022-03-02,2022-03-23,2022-03-15,x,34702906,,
JP11,9496197,2022-02-21,2022-03-14,2022-03-07,x,50759436,,
DE10,6134178,2022-03-02,2022-03-23,2022-03-10,x,73419740,,
JP11,5918618,2022-03-02,2022-03-23,2022-03-10,x,30003467,,
BR10,5170229,2022-03-02,2022-03-23,2022-03-07,x,48114031,,
JP11,7534726,2022-03-02,2022-03-23,2022-03-03,x,32519746,,
BR10,7267714,2022-03-02,2022-03-23,2022-03-16,x,35101221,,
CN10,8017967,2022-03-02,2022-03-23,2022-03-09,x,47017350,,
BR10,8450270,2022-03-02,2022-03-23,2022-03-15,x,30002348,,
CN10,8641516,2022-03-09,2022-03-30,2022-03-25,x,30002348,2022-03-11,2022-03-21
CN10,6009075,2022-03-09,2022-03-30,2022-04-05,x,70920548,,
JP11,6869832,2022-03-09,2022-03-30,2022-04-01,x,30003467,,
JP11,8149381,2022-03-09,2022-03-30,2022-03-22,x,78411205,,
JP11,7892434,2022-03-09,2022-03-30,2022-03-17,x,35101221,,
IN10,6364324,2022-02-24,2022-03-17,2022-03-14,x,41420829,,
CN10,6832678,2022-03-09,2022-03-30,2022-04-08,x,35101221,,
IN10,5140222,2022-03-01,2022-03-22,2022-03-21,x,32519746,,
JP11,7347123,2022-03-09,2022-03-30,2022-03-18,x,32519746,,
IN10,7226019,2022-03-09,2022-03-30,2022-03-24,x,30003467,,
JP11,6783758,2022-02-21,2022-03-14,2022-03-03,x,30002348,,
JP11,5638043,2022-03-09,2022-03-30,2022-03-29,x,53847241,,
US10,7610977,2022-03-09,2022-03-30,2022-03-21,x,30003467,,
JP11,6128655,2022-03-09,2022-03-30,2022-03-11,x,74997556,,
DE10,5126831,2022-03-09,2022-03-30,2022-03-29,x,34702906,,
DE10,7048551,2022-03-09,2022-03-30,2022-03-21,x,30003467,,
DE10,8176550,2022-03-09,2022-03-30,2022-03-29,x,30002348,,
DE10,6156378,2022-03-09,2022-03-30,2022-04-11,x,32519746,,
IN10,5786270,2022-03-09,2022-03-30,2022-04-04,x,78411205,,
DE10,8422024,2022-03-09,2022-03-30,2022-03-16,x,50759436,,
US10,8134096,2022-03-09,2022-03-30,2022-04-04,x,30002348,,
BR10,8559822,2022-03-09,2022-03-30,2022-03-22,x,41420829,,
IN10,7687265,2022-03-09,2022-03-30,2022-03-21,x,43088822,,
IN10,6643642,2022-03-01,2022-03-22,2022-04-04,x,30002348,,
IN10,9201214,2022-03-04,2022-03-25,2022-03-11,x,74997556,,
US10,8311472,2022-02-21,2022-03-14,2022-03-07,x,50759436,,
US10,5793561,2022-03-09,2022-03-30,2022-03-11,x,47017350,,
US10,8115370,2022-03-09,2022-03-30,2022-03-30,x,70920548,,
DE10,9614639,2022-03-16,2022-04-06,2022-04-07,x,30003467,,
US10,6503336,2022-03-16,2022-04-06,2022-04-04,x,50759436,,
DE10,6138416,2022-03-16,2022-04-06,2022-04-08,x,32519746,,
US10,7323891,2022-03-16,2022-04-06,2022-03-28,x,74997556,,
DE10,8964805,2022-03-16,2022-04-06,2022-03-21,x,30002348,,
DE10,7166605,2022-03-16,2022-04-06,2022-04-05,x,34702906,,
US10,6627238,2022-03-16,2022-04-06,2022-03-24,x,32519746,,
US10,8389978,2022-03-16,2022-04-06,2022-03-23,x,43088822,,
BR10,8854864,2022-03-16,2022-04-06,2022-03-22,x,53847241,,
JP11,5028784,2022-03-16,2022-04-06,2022-04-06,x,30003467,,
CN10,6571941,2022-03-16,2022-04-06,2022-03-29,x,35101221,,
CN10,5733555,2022-03-16,2022-04-06,2022-03-23,x,30003467,,
BR10,9696186,2022-03-16,2022-04-06,2022-04-04,x,47017350,,
BR10,7261671,2022-03-16,2022-04-06,2022-03-17,x,41420829,,
JP11,5960838,2022-03-16,2022-04-06,2022-04-06,x,49330617,,
JP11,7956299,2022-03-16,2022-04-06,2022-03-31,x,32952574,,
JP11,7170320,2022-02-28,2022-03-21,2022-03-14,x,32519746,,
IN10,6986896,2022-03-16,2022-04-06,2022-04-06,x,32952574,,
IN10,6049469,2022-03-16,2022-04-06,2022-03-28,x,43088822,,
IN10,8643650,2022-03-16,2022-04-06,2022-03-21,x,48114031,,
JP11,5901602,2022-03-23,2022-04-13,2022-04-05,x,30002348,,
JP11,9716054,2022-03-23,2022-04-13,2022-03-28,x,32952574,,
JP11,8412710,2022-03-23,2022-04-13,2022-04-21,x,30003467,,
JP11,9294753,2022-03-23,2022-04-13,2022-04-11,x,48114031,,
JP11,7811634,2022-03-23,2022-04-13,2022-03-30,x,34702906,,
US10,7830087,2022-03-23,2022-04-13,2022-04-08,x,38334498,,
BR10,9306716,2022-03-23,2022-04-13,2022-03-25,x,30002348,,
US10,5245617,2022-03-23,2022-04-13,2022-04-14,x,32519746,,
US10,8223370,2022-03-23,2022-04-13,2022-04-12,x,30003467,,
US10,6085369,2022-03-23,2022-04-13,2022-04-11,x,73419740,,
US10,6485413,2022-03-23,2022-04-13,2022-04-08,x,35101221,,
US10,7641807,2022-03-23,2022-04-13,2022-04-05,x,74997556,,
BR10,6943323,2022-03-23,2022-04-13,2022-03-31,x,70920548,,
US10,7691235,2022-03-23,2022-04-13,2022-04-01,x,30002348,,
BR10,9314225,2022-03-23,2022-04-13,2022-03-30,x,47017350,,
BR10,7137772,2022-03-23,2022-04-13,2022-03-29,x,49330617,,
BR10,7792614,2022-03-23,2022-04-13,2022-04-05,x,32952574,,
BR10,8355612,2022-03-23,2022-04-13,2022-03-29,x,43088822,,
BR10,5003765,2022-03-23,2022-04-13,2022-03-31,x,34702906,,
BR10,4959455,2022-03-23,2022-04-13,2022-04-01,x,30003467,,
US10,7183966,2022-03-23,2022-04-13,2022-04-04,x,78411205,,
IN10,7348390,2022-03-23,2022-04-13,2022-04-08,x,30003467,,
DE10,9275827,2022-03-23,2022-04-13,2022-04-18,x,32519746,,
DE10,7610441,2022-03-23,2022-04-13,2022-04-04,x,41420829,,
DE10,9479398,2022-03-23,2022-04-13,2022-04-18,x,30003467,,
DE10,9019936,2022-03-23,2022-04-13,2022-04-08,x,30002348,,
DE10,7746325,2022-03-23,2022-04-13,2022-03-31,x,43088822,,
IN10,8386888,2022-03-17,2022-04-07,2022-03-22,x,34702906,,
IN10,6355564,2022-03-23,2022-04-13,2022-04-12,x,32519746,,
IN10,8589272,2022-03-23,2022-04-13,2022-04-08,x,30002348,2022-03-28,2022-03-31
DE10,6309116,2022-03-23,2022-04-13,2022-04-01,x,50759436,,
DE10,6079622,2022-03-23,2022-04-13,2022-04-07,x,78411205,,
IN10,7551241,2022-03-14,2022-04-04,2022-03-21,x,35101221,,
DE10,9096498,2022-03-23,2022-04-13,2022-04-18,x,35101221,,
DE10,9705853,2022-03-28,2022-04-18,2022-04-06,x,55553693,,
IN10,7407204,2022-03-14,2022-04-04,2022-03-21,x,30002348,,
JP11,5238141,2022-03-28,2022-04-18,2022-03-30,x,30002348,,
BR10,8105590,2022-03-28,2022-04-18,2022-04-08,x,34702906,,
JP11,8632756,2022-03-28,2022-04-18,2022-04-05,x,53847241,,
BR10,8088227,2022-03-28,2022-04-18,2022-04-11,x,30003467,,
CN10,9529249,2022-03-28,2022-04-18,2022-04-13,x,30002348,,
DE10,7847270,2022-03-28,2022-04-18,2022-04-07,x,78411205,,
DE10,7822800,2022-03-28,2022-04-18,2022-04-06,x,34702906,,
DE10,7487304,2022-03-28,2022-04-18,2022-04-04,x,74997556,,
BR10,5673928,2022-03-28,2022-04-18,2022-04-20,x,30002348,,
CN10,8112542,2022-03-17,2022-04-07,2022-03-28,x,30003467,,
US10,9011039,2022-03-28,2022-04-18,2022-04-11,x,30003467,,
US10,9671542,2022-03-28,2022-04-18,2022-04-25,x,30002348,,
US10,9090141,2022-03-28,2022-04-18,2022-04-04,x,41420829,,
US10,8009741,2022-03-28,2022-04-18,2022-04-12,x,32519746,,
US10,9427120,2022-03-28,2022-04-18,2022-04-15,x,53847241,,
JP11,6169345,2022-04-05,2022-04-26,2022-04-15,x,30002348,,
IN10,5635702,2022-04-05,2022-04-26,2022-04-11,x,32519746,,
JP11,7684483,2022-04-05,2022-04-26,2022-04-26,x,73419740,,
JP11,7921961,2022-04-05,2022-04-26,2022-04-14,x,55553693,,
US10,8841657,2022-04-05,2022-04-26,2022-04-21,x,43088822,,
JP11,7113709,2022-04-05,2022-04-26,2022-04-13,x,48114031,,
IN10,6883471,2022-04-05,2022-04-26,2022-04-25,x,35101221,,
CN10,6243486,2022-04-05,2022-04-26,2022-04-15,x,78411205,,
IN10,5490155,2022-03-18,2022-04-08,2022-04-08,x,50759436,,
US10,5882464,2022-04-05,2022-04-26,2022-04-27,x,48114031,,
IN10,5783184,2022-04-05,2022-04-26,2022-04-22,x,30002348,2022-04-11,2022-04-18
US10,5634104,2022-04-05,2022-04-26,2022-04-15,x,73419740,,
BR10,8404320,2022-04-05,2022-04-26,2022-04-18,x,30002348,,
BR10,8789674,2022-04-05,2022-04-26,2022-04-08,x,74997556,,
DE10,7284834,2022-04-05,2022-04-26,2022-04-27,x,30002348,,
DE10,6576607,2022-04-05,2022-04-26,2022-04-22,x,38334498,,
BR10,5298665,2022-04-05,2022-04-26,2022-04-25,x,30003467,,
US10,8368336,2022-04-05,2022-04-26,2022-04-19,x,70920548,,
US10,8860891,2022-04-05,2022-04-26,2022-04-11,x,30003467,,
BR10,8680097,2022-04-05,2022-04-26,2022-04-12,x,48114031,,
US10,5317955,2022-04-05,2022-04-26,2022-04-12,x,30002348,,
US10,7471377,2022-04-05,2022-04-26,2022-04-28,x,50759436,,
CN10,9527924,2022-04-11,2022-05-02,2022-05-03,x,30003467,,
CN10,5758891,2022-04-11,2022-05-02,2022-04-27,x,32519746,,
